time,step,loss/stage2_view_loss
1752682952.9227831,958,0.013150706887245178
1752682952.9227955,958,0.013510830700397491
1752682952.9228072,998,0.012845458462834358
1752682952.9231796,998,0.012191081419587135
1752682952.923196,1038,0.012170332483947277
1752682952.9232097,1038,0.013715950772166252
1752682952.923222,1078,0.012890343554317951
1752682952.9232342,1078,0.011964504607021809
1752682952.9235988,1118,0.012811779975891113
1752682952.923616,1118,0.012144536711275578
1752682952.9236298,1158,0.013052554801106453
1752682952.9236434,1158,0.012457769364118576
1752682952.923656,1198,0.013198573142290115
1752682952.9241936,1198,0.013572309166193008
1752682952.924209,1238,0.012370200827717781
1752682952.924223,1238,0.012801035307347775
1752682952.9242356,1278,0.012077266350388527
1752682952.9242477,1278,0.013158835470676422
1752682952.9242604,1318,0.012998097576200962
1752682952.9242735,1318,0.01299208216369152
1752682952.9242852,1358,0.014017969369888306
1752682952.9242976,1358,0.012408928014338017
1752682952.9243095,1398,0.011502393521368504
1752682952.9247446,1398,0.013106471858918667
1752682952.9247622,1438,0.012584235519170761
1752682952.9247754,1438,0.013474000617861748
1752682952.924788,1478,0.012422224506735802
1752682952.9248009,1478,0.012793958187103271
1752682952.9251187,1518,0.011737805791199207
1752682952.9251335,1518,0.014287679456174374
1752682952.9251466,1558,0.012111185118556023
1752682952.925159,1558,0.012660278007388115
1752682952.925387,1598,0.01201467216014862
1752682952.9254017,1598,0.012639239430427551
1752682952.925414,1638,0.01144567783921957
1752682952.925669,1638,0.01341648306697607
1752682952.9257793,1678,0.012043104507029057
1752682952.9258847,1678,0.012549584731459618
1752682952.9260492,1718,0.01210789754986763
1752682952.9260664,1718,0.013554135337471962
1752682952.9262226,1758,0.011839915066957474
1752682952.926337,1758,0.01409818697720766
1752682952.9264286,1798,0.011472655460238457
1752682952.9265292,1798,0.01327080000191927
1752682952.9266264,1838,0.0127353984862566
1752682952.9267247,1838,0.013082031160593033
1752682952.9268107,1878,0.011656956747174263
1752682952.9269054,1878,0.01264642272144556
1752682952.9269898,1918,0.011540346778929234
1752682952.9270837,1918,0.012646377086639404
1752682952.9271774,1958,0.012010271660983562
1752682952.9272888,1958,0.012290478684008121
1752682952.9273689,1998,0.011955667287111282
1752682952.927756,1998,0.012726740911602974
1752682952.927888,2038,0.011949914507567883
1752682952.9279926,2038,0.012555702589452267
1752682952.9280925,2078,0.011682765558362007
1752682952.9281936,2078,0.01368815079331398
1752682952.9288223,2118,0.01252541784197092
1752682952.9292042,2118,0.01266204658895731
1752682952.9292216,2158,0.01196092739701271
1752682952.929257,2158,0.01291176863014698
1752682952.929276,2198,0.012229871936142445
1752682952.929291,2198,0.012302326038479805
1752682952.9293053,2238,0.011031272821128368
1752682952.9293199,2238,0.011664505116641521
1752682952.9293337,2278,0.01170665305107832
1752682952.9296193,2278,0.011825868859887123
1752682952.9296381,2318,0.012286704033613205
1752682952.930654,2318,0.013185260817408562
1752682952.9306755,2358,0.012106737121939659
1752682952.9306908,2358,0.011916685849428177
1752682952.9307044,2398,0.011779396794736385
1752682952.9309738,2398,0.011853121221065521
1752682952.9309883,2438,0.01106528751552105
1752682952.9310021,2438,0.012053897604346275
1752682952.9310155,2478,0.012089058756828308
1752682952.9310277,2478,0.012149172835052013
1752682952.9310405,2518,0.012121646665036678
1752682952.9312057,2518,0.011975511908531189
1752682952.9312193,2558,0.011908658780157566
1752682952.9313884,2558,0.011982996016740799
1752682952.931405,2598,0.012421511113643646
1752682952.931562,2598,0.012359392829239368
1752682952.9315763,2638,0.011683924123644829
1752682952.9317358,2638,0.01143847219645977
1752682952.9317498,2678,0.011735092848539352
1752682952.9319062,2678,0.012003708630800247
1752682952.93192,2718,0.011304372921586037
1752682952.9320796,2718,0.011244540102779865
1752682952.9320927,2758,0.011900942772626877
1752682952.9322398,2758,0.012002754956483841
1752682952.9322536,2798,0.011957290582358837
1752682952.932413,2838,0.011602414771914482
1752682952.9324265,2878,0.012401433661580086
1752682952.9325848,2918,0.013034671545028687
1752682952.932598,2958,0.01201079785823822
1752682952.9328742,2998,0.012280158698558807
1752682952.932888,3038,0.012005755677819252
1752682952.932901,3078,0.012366866692900658
1752682952.932913,3118,0.011640829034149647
1752682952.933071,3158,0.011302303522825241
1752682952.9330845,3198,0.011871782131493092
1752682952.9335685,3238,0.011918832547962666
1752682952.9335873,3278,0.011597140692174435
1752682952.9346044,3318,0.012004540301859379
1752682952.934626,3358,0.011537466198205948
1752682952.9346418,3398,0.011755057610571384
1752682952.9346573,3438,0.012449175119400024
1752682952.9346707,3478,0.011855524964630604
1752682952.9346828,3518,0.011681840755045414
1752682952.9346957,3558,0.011498742736876011
1752682952.9348872,3598,0.011497663334012032
1752682952.9349022,3638,0.010835197754204273
1752682952.934922,3678,0.011148347519338131
1752682952.9352524,3718,0.011118922382593155
1752682952.935276,3758,0.011353546753525734
1752682952.9355576,3798,0.011156915687024593
1752682952.9356997,3838,0.011512449011206627
1752682952.9358225,3878,0.011049053631722927
1752682952.9359462,3918,0.011342130601406097
1752682952.9360614,3958,0.011026457883417606
1752682952.9362004,3998,0.011339833959937096
1752682952.9363172,4038,0.010841415263712406
1752682952.9364285,4078,0.011152851395308971
1752682952.9365036,4118,0.010839998722076416
1752682952.936639,4158,0.010554268956184387
1752682952.9367285,4198,0.01109388004988432
1752682952.9368896,4238,0.01069461926817894
1752682952.9369068,4278,0.01074654795229435
1752682952.9370492,4318,0.010875411331653595
1752682952.937166,4358,0.010424905456602573
1752682952.9372654,4398,0.010968788526952267
1752682952.9373922,4438,0.010663033463060856
1752682952.9374833,4478,0.010782341472804546
1752682952.9376016,4518,0.010603874921798706
1752682952.9377015,4558,0.010022018104791641
1752682952.9377923,4598,0.01044879388064146
1752682952.9378974,4638,0.010880263522267342
1752682952.938034,4678,0.010784115642309189
1752682952.9381664,4718,0.010739503428339958
1752682952.9382687,4758,0.010595472529530525
1752682952.9383867,4798,0.010931151919066906
1752682952.938521,4838,0.01086420938372612
1752682952.9386032,4878,0.010229653678834438
1752682952.9387257,4918,0.010889802128076553
1752682952.938847,4958,0.010433444753289223
1752682952.9389687,4998,0.010503141209483147
1752682952.9389849,5038,0.010352272540330887
1752682952.939141,5078,0.010747761465609074
1752682952.9392715,5118,0.01044344063848257
1752682952.9393733,5158,0.010323168709874153
1752682952.9394848,5198,0.010486396960914135
1752682952.939605,5238,0.010565430857241154
1752682952.939716,5278,0.009648734703660011
1752682952.9398282,5318,0.010638870298862457
1752682952.9399097,5358,0.010590290650725365
1752682952.940026,5398,0.010573336854577065
1752682952.9401166,5438,0.01037244126200676
1752682952.940241,5478,0.010286033153533936
1752682952.940333,5518,0.010087329894304276
1752682952.9405384,5558,0.010462671518325806
1752682952.9406343,5598,0.010555185377597809
1752682952.9407632,5638,0.010085455141961575
1752682952.9408534,5678,0.010543477721512318
1752682952.9409745,5718,0.010432430543005466
1752682952.941064,5758,0.010514936409890652
1752682952.941201,5798,0.010270418599247932
1752682952.941351,5838,0.010107279755175114
1752682952.9413676,5878,0.010395202785730362
1752682952.9415278,5918,0.010232208296656609
1752682952.9416187,5958,0.010452560149133205
1752682952.9417415,5998,0.010175134055316448
1752682952.9418457,6038,0.010771672241389751
1752682952.9419355,6078,0.010459547862410545
1752682952.9420588,6118,0.010428004898130894
1752682952.942308,6158,0.010496657341718674
1752682952.9423263,6198,0.010737985372543335
1752682952.9424932,6238,0.01031549833714962
1752682952.942588,6278,0.010283327661454678
1752682952.9427097,6318,0.010579459369182587
1752682952.9428282,6358,0.010195616632699966
1752682952.942911,6398,0.010230554267764091
1752682952.9430265,6438,0.010419236496090889
1752682952.9431717,6478,0.010439027100801468
1752682952.94319,6518,0.010255711153149605
1752682952.943347,6558,0.010333805344998837
1752682952.9434636,6598,0.01033894345164299
1752682952.9435766,6638,0.010240369476377964
1752682952.9436595,6678,0.010358601808547974
1752682952.943773,6718,0.010118001140654087
1752682952.9438636,6758,0.010262954980134964
1752682952.9439802,6798,0.010387381538748741
1752682952.944087,6838,0.010692446492612362
1752682952.9443827,6878,0.010384253226220608
1752682952.9444058,6918,0.010149113833904266
1752682952.9444191,6958,0.010366837494075298
1752682952.9445946,6998,0.010722759179770947
1752682952.9446967,7038,0.010206719860434532
1752682952.9448006,7078,0.010590583086013794
1752682952.9449024,7118,0.010547416284680367
1752682952.9450126,7158,0.010708830319344997
1752682952.9451156,7198,0.009775458835065365
1752682952.9452267,7238,0.009962531737983227
1752682952.9453108,7278,0.010065617971122265
1752682952.9455318,7318,0.010088542476296425
1752682952.9456398,7358,0.010369401425123215
1752682952.9457662,7398,0.010196313261985779
1752682952.945872,7438,0.010530577041208744
1752682952.9459968,7478,0.010470871813595295
1752682952.9461064,7518,0.010378590784966946
1752682952.9462218,7558,0.010438313707709312
1752682952.9463272,7598,0.01013293769210577
1752682952.946427,7638,0.010483138263225555
1752682952.9477167,7678,0.01025448553264141
1752682952.9478145,7718,0.010084130801260471
1752682952.9479194,7758,0.010143552906811237
1752682952.9481716,7798,0.01035433541983366
1752682952.9484124,7838,0.010428383015096188
1752682952.9485211,7878,0.010271166451275349
1752682952.9486241,7918,0.010147271677851677
1752682952.9487236,7958,0.009995087049901485
1752682952.9488206,7998,0.01025571022182703
1752682952.948917,8038,0.010099521838128567
1752682952.949015,8078,0.010538124479353428
1752682952.9492443,8118,0.01027772482484579
1752682952.9492574,8158,0.010453838855028152
1752682952.9492679,8198,0.010113821364939213
1752682952.9494846,8238,0.010528304614126682
1752682952.9496617,8278,0.009947496466338634
1752682952.9499588,8318,0.010295674204826355
1752682952.9501474,8358,0.010365991853177547
1752682952.950187,8398,0.010139049962162971
1752682952.950536,8438,0.010279024951159954
1752682952.9505785,8478,0.010299785062670708
1752682952.950742,8518,0.010386841371655464
1752682952.9508815,8558,0.010266724973917007
1752682952.9510229,8598,0.010056248866021633
1752682952.9511728,8638,0.010325124487280846
1752682952.9512103,8678,0.010071675293147564
1752682952.9513886,8718,0.010381842963397503
1752682952.9514062,8758,0.009947791695594788
1752682952.9515412,8798,0.01027051080018282
1752682952.9516413,8838,0.009962758049368858
1752682952.951738,8878,0.009607483632862568
1752682952.9518342,8918,0.010327371768653393
1752682952.951928,8958,0.010370905511081219
1752682952.952023,8998,0.010226475074887276
1752682952.952117,9038,0.010104448534548283
1752682952.952207,9078,0.010496381670236588
1752682952.952304,9118,0.0100026186555624
1752682952.9523988,9158,0.010318427346646786
1752682952.952494,9198,0.01036123652011156
1752682952.952577,9238,0.009845774620771408
1752682952.952667,9278,0.010499117895960808
1752682952.9527664,9318,0.00998678244650364
1752682952.9528663,9358,0.01019418053328991
1752682952.952966,9398,0.010237878188490868
1752682952.9530525,9438,0.010168628767132759
1752682952.9531589,9478,0.010083476081490517
1752682952.9532614,9518,0.009751562029123306
1752682952.9533603,9558,0.010412218980491161
1752682952.9534466,9598,0.010449414141476154
1752682952.9535415,9638,0.01010418962687254
1752682952.9536352,9678,0.010187026113271713
1752682952.953727,9718,0.010308925993740559
1752682952.9538267,9758,0.010031627491116524
1752682952.9539173,9798,0.010086278431117535
1752682952.9540765,9838,0.010326926596462727
1752682952.9541857,9878,0.010254697874188423
1752682952.9543672,9918,0.01015663705766201
1752682952.9545267,9958,0.009981835260987282
1752682952.9546947,9998,0.009857816621661186
1752682952.9548056,10038,0.0098387710750103
1752682952.954896,10078,0.010068406350910664
1752682952.9550085,10118,0.010005821473896503
1752682952.9551206,10158,0.010038007982075214
1752682952.9552224,10198,0.009898671880364418
1752682952.9553165,10238,0.009980796836316586
1752682952.9556987,10278,0.009550666436553001
1752682952.9557133,10318,0.010101394727826118
1752682952.9558175,10358,0.010145556181669235
1752682952.9559293,10398,0.010170490480959415
1752682952.956029,10438,0.009832173585891724
1752682952.9561145,10478,0.01003766618669033
1752682952.956227,10518,0.010059344582259655
1752682952.956328,10558,0.01002336572855711
1752682952.9564145,10598,0.009903238154947758
1752682952.9565094,10638,0.010385087691247463
1752682952.956594,10678,0.009888979606330395
1752682952.9567006,10718,0.010220544412732124
1752682952.9567888,10758,0.009866772219538689
1752682952.9568863,10798,0.009723327122628689
1752682952.9569733,10838,0.010104597546160221
1752682952.9570682,10878,0.010211837477982044
1752682952.957173,10918,0.010034426115453243
1752682952.9572613,10958,0.010053454898297787
1752682952.9573483,10998,0.010132187977433205
1752682952.9574425,11038,0.009864128194749355
1752682952.9575362,11078,0.009874096140265465
1752682952.9576304,11118,0.00991858635097742
1752682952.9577644,11158,0.010061074048280716
1752682952.957856,11198,0.00997078139334917
1752682952.9579523,11238,0.009883466176688671
1752682952.958038,11278,0.009781358763575554
1752682952.9581342,11318,0.009749012999236584
1752682952.9582787,11358,0.009973164647817612
1752682952.9583662,11398,0.010238454677164555
1752682952.9584544,11438,0.009980343282222748
1752682952.9585497,11478,0.0101237203925848
1752682952.9586735,11518,0.01007100660353899
1752682952.958775,11558,0.010044830851256847
1752682952.9588723,11598,0.010241792537271976
1752682952.9589689,11638,0.009933975525200367
1752682952.9590635,11678,0.009641983546316624
1752682952.9591653,11718,0.009972257539629936
1752682952.9592543,11758,0.009867733344435692
1752682952.9595418,11798,0.010055115446448326
1752682952.9596362,11838,0.009440266527235508
1752682952.9603271,11878,0.010275647044181824
1752682952.9603498,11918,0.009804596193134785
1752682952.9604743,11958,0.010135468095541
1752682952.9605036,11998,0.009975982829928398
1752682952.9605176,12038,0.009990193881094456
1752682952.9605289,12078,0.010279485955834389
1752682952.9605389,12118,0.00958087295293808
1752682952.9605486,12158,0.009629134088754654
1752682952.9605582,12198,0.009805139154195786
1752682952.960567,12238,0.010384163819253445
1752682952.9608715,12278,0.009669255465269089
1752682952.9611416,12318,0.009852909483015537
1752682952.9615636,12358,0.009937464259564877
1752682952.961578,12398,0.009776209481060505
1752682952.9617195,12438,0.0099883321672678
1752682952.9618223,12478,0.00964442640542984
1752682952.9618902,12518,0.010087629780173302
1752682952.9620183,12558,0.009950317442417145
1752682952.9621105,12598,0.010019311681389809
1752682952.9622128,12638,0.009819287806749344
1752682952.962312,12678,0.009786345064640045
1752682952.9623969,12718,0.010005316697061062
1752682952.9625027,12758,0.00965599063783884
1752682952.9625897,12798,0.009669356048107147
1752682952.9627116,12838,0.010090626776218414
1752682952.9637034,12878,0.009789438918232918
1752682952.9637964,12918,0.0099224504083395
1752682952.9639263,12958,0.009534536860883236
1752682952.9639385,12998,0.00983310118317604
1752682952.9642177,13038,0.0100012868642807
1752682952.964346,13078,0.009932027198374271
1752682952.9644578,13118,0.00966167263686657
1752682952.964566,13158,0.009407347068190575
1752682952.964683,13198,0.010253241285681725
1752682952.9647975,13238,0.009697961620986462
1752682952.9649084,13278,0.009591089561581612
1752682952.965019,13318,0.0094296894967556
1752682952.965135,13358,0.009787274524569511
1752682952.965247,13398,0.010122881270945072
1752682952.9653544,13438,0.009551572613418102
1752682952.965489,13478,0.009562399238348007
1752682952.965599,13518,0.009599118493497372
1752682952.965691,13558,0.009767549112439156
1752682952.965811,13598,0.009927352890372276
1752682952.965822,13638,0.00997630599886179
1752682952.9659965,13678,0.009911875240504742
1752682952.9660954,13718,0.00973308365792036
1752682952.9662106,13758,0.009681149385869503
1752682952.966313,13798,0.00982571579515934
1752682952.9664097,13838,0.009734106250107288
1752682952.966506,13878,0.009804818779230118
1752682952.9666026,13918,0.00980483926832676
1752682952.9666963,13958,0.009915952570736408
1752682952.9667833,13998,0.009525880217552185
1752682952.9668696,14038,0.009595953859388828
1752682952.9669654,14078,0.009449451230466366
1752682952.967062,14118,0.009599285200238228
1752682952.9671628,14158,0.00963561236858368
1752682952.96726,14198,0.009918779134750366
1752682952.9673536,14238,0.009496284648776054
1752682952.9674375,14278,0.009716572239995003
1752682952.9675314,14318,0.009669489227235317
1752682952.967625,14358,0.009489176794886589
1752682952.9677238,14398,0.009683177806437016
1752682952.9678223,14438,0.009899304248392582
1752682952.9679222,14478,0.009736667387187481
1752682952.9680202,14518,0.009595317766070366
1752682952.968106,14558,0.009672964923083782
1752682952.968208,14598,0.009819076396524906
1752682952.9683053,14638,0.009889969602227211
1752682952.968402,14678,0.009822312742471695
1752682952.9684873,14718,0.00975652877241373
1752682952.968581,14758,0.009638385847210884
1752682952.9686747,14798,0.009684573858976364
1752682952.9687684,14838,0.00999743863940239
1752682952.968862,14878,0.009918083436787128
1752682952.9689562,14918,0.009672008454799652
1752682952.969048,14958,0.009623920544981956
1752682952.9691553,14998,0.009942158125340939
1752682952.9692519,15038,0.009817680343985558
1752682952.9693472,15078,0.00929213035851717
1752682952.9694412,15118,0.009656094945967197
1752682952.9695263,15158,0.00958944484591484
1752682952.9696336,15198,0.009571881033480167
1752682952.9697416,15238,0.009576180949807167
1752682952.9698563,15278,0.009620294906198978
1752682952.9699557,15318,0.009647087194025517
1752682952.9700513,15358,0.009915029630064964
1752682952.9701595,15398,0.009709030389785767
1752682952.970265,15438,0.009648643434047699
1752682952.9703596,15478,0.00994994305074215
1752682952.9704397,15518,0.009680481627583504
1752682952.9706123,15558,0.00969461165368557
1752682952.9707234,15598,0.009365469217300415
1752682952.9708152,15638,0.009635264985263348
1752682952.9709136,15678,0.009596457704901695
1752682952.9710243,15718,0.009576722979545593
1752682952.9711373,15758,0.009951754473149776
1752682952.971245,15798,0.009467419236898422
1752682952.971346,15838,0.009731128811836243
1752682952.9714465,15878,0.009678113274276257
1752682952.9715462,15918,0.009596585296094418
1752682952.971665,15958,0.009530294686555862
1752682952.9719193,15998,0.009720626287162304
1752682952.9723222,16038,0.009616698138415813
1752682952.9724414,16078,0.009685623459517956
1752682952.9725542,16118,0.009526971727609634
1752682952.972672,16158,0.009443613700568676
1752682952.9727762,16198,0.00965927541255951
1752682952.9728837,16238,0.009484117850661278
1752682952.972984,16278,0.009343747980892658
1752682952.9730859,16318,0.009888682514429092
1752682952.9731731,16358,0.009437693282961845
1752682952.9732702,16398,0.009887274354696274
1752682952.9733653,16438,0.009442423470318317
1752682952.9734657,16478,0.009382353164255619
1752682952.9735556,16518,0.009331341832876205
1752682952.9736695,16558,0.00947859138250351
1752682952.9737704,16598,0.009773810394108295
1752682952.9740093,16638,0.009398512542247772
1752682952.9742036,16678,0.009352058172225952
1752682952.974221,16718,0.009392591193318367
1752682952.9744227,16758,0.00977668073028326
1752682952.9744387,16798,0.009432962164282799
1752682952.9746182,16838,0.009726104326546192
1752682952.9747434,16878,0.009396161884069443
1752682952.9748585,16918,0.00971064530313015
1752682952.975012,16958,0.009381120093166828
1752682952.9750235,16998,0.00926857441663742
1752682952.975241,17038,0.009387199766933918
1752682952.9752576,17078,0.009566646069288254
1752682952.9754658,17118,0.009522384032607079
1752682952.975481,17158,0.009581875056028366
1752682952.9757857,17198,0.009368378669023514
1752682952.9758043,17238,0.009463361464440823
1752682952.975935,17278,0.009341978468000889
1752682952.976033,17318,0.00953273382037878
1752682952.9761515,17358,0.009558932855725288
1752682952.9762576,17398,0.009230736643075943
1752682952.9763584,17438,0.009650529362261295
1752682952.9764595,17478,0.009479512460529804
1752682952.9765565,17518,0.009416456334292889
1752682952.976671,17558,0.00935339741408825
1752682952.9767716,17598,0.009524320252239704
1752682952.9774866,17638,0.009422508999705315
1752682952.9776196,17678,0.009705360047519207
1752682952.9777355,17718,0.009395454078912735
1752682952.9778411,17758,0.00925429817289114
1752682952.9779446,17798,0.009422400034964085
1752682952.9780443,17838,0.009314394555985928
1752682952.9781444,17878,0.00916098803281784
1752682952.9782295,17918,0.009556583128869534
1752682952.9783978,17958,0.009319235570728779
1752682952.9785037,17998,0.009623000398278236
1752682952.9786062,18038,0.009330373257398605
1752682952.9787254,18078,0.009414640255272388
1752682952.9788282,18118,0.009405555203557014
1752682952.97893,18158,0.009463083930313587
1752682952.9790173,18198,0.009577549062669277
1752682952.979154,18238,0.009358890354633331
1752682952.979265,18278,0.009300432167947292
1752682952.9793677,18318,0.0096817035228014
1752682952.9794874,18358,0.009640460833907127
1752682952.979697,18398,0.009657024405896664
1752682952.9798355,18438,0.009644394740462303
1752682952.979939,18478,0.009242999367415905
1752682952.980042,18518,0.009400350041687489
1752682952.9801621,18558,0.00934993289411068
1752682952.9802408,18598,0.00914284959435463
1752682952.980314,18638,0.00972491130232811
1752682952.980386,18678,0.00930184405297041
1752682952.9804592,18718,0.00953410379588604
1752682952.9806247,18758,0.009302518330514431
1752682952.9808185,18798,0.009456174448132515
1752682952.9809315,18838,0.009387228637933731
1752682952.9810343,18878,0.009512626565992832
1752682952.9811351,18918,0.009664238430559635
1752682952.9812398,18958,0.009516415186226368
1752682952.9813414,18998,0.009184847585856915
1752682952.9814405,19038,0.009363357909023762
1752682952.9815378,19078,0.009634597226977348
1752682952.9816356,19118,0.00927433930337429
1752682952.9817407,19158,0.009664462879300117
1752682952.9818425,19198,0.009421438910067081
1752682952.9819431,19238,0.009481736458837986
1752682952.9820402,19278,0.009492389857769012
1752682952.982172,19318,0.009192435070872307
1752682952.9822576,19358,0.009534904733300209
1752682952.9823346,19398,0.009471695870161057
1752682952.9828045,19438,0.009615263901650906
1752682952.9828246,19478,0.00958479568362236
1752682952.9828396,19518,0.009472483769059181
1752682952.982962,19558,0.008979101665318012
1752682952.9833922,19598,0.009344352409243584
1752682952.9834118,19638,0.0093460064381361
1752682952.9838278,19678,0.009472502395510674
1752682952.983846,19718,0.009232436306774616
1752682952.9838605,19758,0.009518034756183624
1752682952.984082,19798,0.009393476881086826
1752682952.984097,19838,0.009597131051123142
1752682952.9842117,19878,0.008947905153036118
1752682952.9844043,19918,0.009057759307324886
1752682952.9844193,19958,0.009396446868777275
1752682952.984432,19998,0.009141896851360798
1752682952.984792,20038,0.00920621957629919
1752682952.9848087,20078,0.009422199800610542
1752682952.9849825,20118,0.009091579355299473
1752682952.9850001,20158,0.009392209351062775
1752682952.9851182,20198,0.009243795648217201
1752682952.9852228,20238,0.009125333279371262
1752682952.9853618,20278,0.009527483955025673
1752682952.985376,20318,0.009256141260266304
1752682952.9855747,20358,0.00906895287334919
1752682952.9855886,20398,0.00956927053630352
1752682952.985601,20438,0.009385078214108944
1752682952.9859304,20478,0.009322518482804298
1752682952.9859467,20518,0.00931849330663681
1752682952.98596,20558,0.009358268231153488
1752682952.9859724,20598,0.009275132790207863
1752682952.985986,20638,0.009277339093387127
1752682952.9859982,20678,0.009145071730017662
1752682952.9862447,20718,0.009240792132914066
1752682952.9862592,20758,0.009363493882119656
1752682952.9864392,20798,0.009219934232532978
1752682952.9864538,20838,0.009183838032186031
1752682952.9864664,20878,0.009576884098351002
1752682952.9866943,20918,0.009349115192890167
1752682952.9867117,20958,0.009510294534265995
1752682952.986869,20998,0.009482615627348423
1752682952.9868839,21038,0.009045626036822796
1752682952.9870758,21078,0.009085556492209435
1752682952.9870908,21118,0.009425314143300056
1752682952.9871037,21158,0.009288754314184189
1752682952.9873402,21198,0.009249451570212841
1752682952.9873562,21238,0.009368213824927807
1752682952.9873693,21278,0.009174562059342861
1752682952.987976,21318,0.009237082675099373
1752682952.9880817,21358,0.00946064107120037
1752682952.9883623,21398,0.00912479404360056
1752682952.9883769,21438,0.00901461485773325
1752682952.9883897,21478,0.009439496323466301
1752682952.988402,21518,0.009053647518157959
1752682952.988415,21558,0.009174696169793606
1752682952.9886236,21598,0.009423783980309963
1752682952.988638,21638,0.00911710038781166
1752682952.9886508,21678,0.009141010232269764
1752682952.988682,21718,0.009233769029378891
1752682952.9887526,21758,0.009380010887980461
1752682952.9892383,21798,0.009426132775843143
1752682952.9892578,21838,0.009021001867949963
1752682952.989272,21878,0.00899201724678278
1752682952.9892852,21918,0.009234324097633362
1752682952.989499,21958,0.009210348129272461
1752682952.9895136,21998,0.009033933281898499
1752682952.989749,22038,0.009625920094549656
1752682952.9899104,22078,0.00923160556703806
1752682952.990154,22118,0.00930773001164198
1752682952.9901695,22158,0.00915927067399025
1752682952.990183,22198,0.009048638865351677
1752682952.9902122,22238,0.009074214845895767
1752682952.9904382,22278,0.009024649858474731
1752682952.9904532,22318,0.009203357622027397
1752682952.9906442,22358,0.009014991112053394
1752682952.9906747,22398,0.009279967285692692
1752682952.9906967,22438,0.009394265711307526
1752682952.9908495,22478,0.009106059558689594
1752682952.9910753,22518,0.009041689336299896
1752682952.9910915,22558,0.009218739345669746
1752682952.991105,22598,0.009120004251599312
1752682952.9911177,22638,0.008912261575460434
1752682952.991273,22678,0.009164362214505672
1752682952.991376,22718,0.009207421913743019
1752682952.9916682,22758,0.008905601687729359
1752682952.9916823,22798,0.009313467890024185
1752682952.991695,22838,0.009172897785902023
1752682952.991707,22878,0.009014160372316837
1752682952.9917195,22918,0.00899098813533783
1752682952.9917314,22958,0.009026383981108665
1752682952.9920843,22998,0.009083930402994156
1752682952.992099,23038,0.009046442806720734
1752682952.9921117,23078,0.009260431863367558
1752682952.9921246,23118,0.00912351906299591
1752682952.9921381,23158,0.009103978052735329
1752682952.992585,23198,0.008979623205959797
1752682952.9926076,23238,0.009024214930832386
1752682952.9926233,23278,0.00908053107559681
1752682952.9927242,23318,0.00930350087583065
1752682952.9929717,23358,0.008794251829385757
1752682952.9929867,23398,0.00902562215924263
1752682952.9929993,23438,0.009396014735102654
1752682952.9935884,23478,0.009058433584868908
1752682952.9945297,23518,0.009205840528011322
1752682952.9946647,23558,0.00932165328413248
1752682952.9948146,23598,0.009113207459449768
